timestamp,machine_name,energy_consumption_kwh,temperature_celsius,humidity_percent,production_rate,operating_status,weather_condition,energy_cost_per_kwh,downtime_minutes,load_factor,maintenance_alert
2023-01-08 19:00:00,Packaging Machine,15.84,33.8,80.7,93,Idle,Rain,0.194,27,0.0,1
2023-01-08 20:00:00,Packaging Machine,9.29,8.9,74.8,151,Operational,Snow,0.173,0,0.89,0
2023-01-08 21:00:00,Packaging Machine,11.89,22.2,79.5,124,Idle,Rain,0.154,6,0.0,0
2023-01-08 22:00:00,Packaging Machine,10.94,-9.5,30.2,53,Operational,Snow,0.156,0,0.6,0
2023-01-08 23:00:00,Packaging Machine,21.57,1.0,44.1,179,Maintenance,Rain,0.161,0,0.0,0
2023-01-09 00:00:00,Packaging Machine,8.61,-6.9,73.2,110,Operational,Rain,0.167,0,0.56,0
2023-01-09 01:00:00,Packaging Machine,19.91,34.9,25.6,151,Operational,Clear,0.154,0,0.54,0
2023-01-09 02:00:00,Packaging Machine,21.8,-8.8,45.4,159,Operational,Clear,0.104,0,0.85,0
2023-01-09 03:00:00,Packaging Machine,5.66,19.5,38.6,116,Operational,Rain,0.192,0,0.65,0
2023-01-09 04:00:00,Packaging Machine,7.77,-5.0,67.7,108,Operational,Cloudy,0.148,0,0.53,0
2023-01-09 05:00:00,Packaging Machine,16.89,34.7,51.3,69,Operational,Snow,0.139,0,0.67,0
2023-01-09 06:00:00,Packaging Machine,15.17,31.2,43.1,178,Idle,Cloudy,0.108,0,0.0,0
2023-01-09 07:00:00,Packaging Machine,14.21,33.0,26.0,74,Operational,Clear,0.154,0,0.53,0
2023-01-09 08:00:00,Packaging Machine,23.34,-9.9,85.5,194,Operational,Cloudy,0.169,0,0.72,0
2023-01-09 09:00:00,Packaging Machine,12.57,0.7,67.6,83,Operational,Rain,0.173,0,0.68,0
2023-01-09 10:00:00,Packaging Machine,6.3,34.4,24.7,139,Operational,Rain,0.192,0,0.82,0
2023-01-09 11:00:00,Packaging Machine,9.05,4.7,73.3,61,Operational,Rain,0.102,0,0.83,0
2023-01-09 12:00:00,Packaging Machine,11.03,0.9,28.1,190,Idle,Snow,0.148,4,0.0,0
2023-01-09 13:00:00,Packaging Machine,13.61,-7.8,81.8,110,Operational,Rain,0.129,0,0.84,0
2023-01-09 14:00:00,Packaging Machine,10.64,26.2,63.0,194,Operational,Clear,0.111,0,0.93,0
2023-01-09 15:00:00,Packaging Machine,15.57,0.6,21.4,118,Operational,Rain,0.115,0,1.0,0
2023-01-09 16:00:00,Packaging Machine,23.58,29.1,62.6,172,Operational,Rain,0.147,0,0.89,0
2023-01-09 17:00:00,Packaging Machine,16.88,19.1,22.0,76,Operational,Snow,0.186,0,0.98,0
2023-01-09 18:00:00,Packaging Machine,8.48,22.9,48.8,132,Idle,Clear,0.118,13,0.0,0
2023-01-09 19:00:00,Packaging Machine,13.07,-3.5,35.4,104,Idle,Cloudy,0.168,2,0.0,0
2023-01-09 20:00:00,Packaging Machine,10.5,4.1,58.4,122,Operational,Clear,0.17,0,0.99,0
2023-01-09 21:00:00,Packaging Machine,15.65,21.0,24.1,169,Operational,Cloudy,0.177,0,0.77,0
2023-01-09 22:00:00,Packaging Machine,9.83,32.8,23.8,127,Operational,Clear,0.122,0,0.88,0
2023-01-09 23:00:00,Packaging Machine,9.81,13.6,29.7,129,Maintenance,Snow,0.152,0,0.0,0
2023-01-10 00:00:00,Packaging Machine,9.54,34.8,45.5,193,Idle,Rain,0.15,18,0.0,0
2023-01-10 01:00:00,Packaging Machine,14.62,4.0,59.6,155,Operational,Rain,0.169,0,0.96,0
2023-01-10 02:00:00,Packaging Machine,22.83,-1.0,77.5,138,Operational,Rain,0.137,0,0.56,0
2023-01-10 03:00:00,Packaging Machine,6.18,27.0,69.1,67,Operational,Cloudy,0.145,0,0.79,0
2023-01-10 04:00:00,Packaging Machine,19.93,-2.4,70.0,165,Operational,Cloudy,0.189,0,0.78,0
2023-01-10 05:00:00,Packaging Machine,11.23,15.8,63.4,168,Operational,Snow,0.176,0,0.83,0
2023-01-10 06:00:00,Packaging Machine,16.07,27.8,73.8,126,Operational,Snow,0.116,0,0.96,0
2023-01-10 07:00:00,Packaging Machine,10.43,6.5,87.5,100,Operational,Snow,0.115,0,0.94,0
2023-01-10 08:00:00,Packaging Machine,6.16,25.8,75.0,127,Operational,Cloudy,0.188,0,0.8,0
2023-01-10 09:00:00,Packaging Machine,20.67,11.2,83.9,182,Operational,Cloudy,0.113,0,0.76,0
2023-01-10 10:00:00,Packaging Machine,10.26,18.6,82.9,142,Operational,Snow,0.179,0,0.9,0
2023-01-10 11:00:00,Packaging Machine,16.83,-4.2,21.2,153,Idle,Snow,0.179,7,0.0,0
2023-01-10 12:00:00,Packaging Machine,19.68,14.9,76.9,182,Idle,Clear,0.165,26,0.0,1
2023-01-10 13:00:00,Packaging Machine,14.82,-8.7,26.2,90,Operational,Clear,0.176,0,0.77,0
2023-01-10 14:00:00,Packaging Machine,5.88,16.6,63.0,107,Operational,Clear,0.167,0,0.74,0
2023-01-10 15:00:00,Packaging Machine,18.23,17.1,59.4,125,Operational,Cloudy,0.132,0,0.69,0
2023-01-10 16:00:00,Packaging Machine,16.24,7.6,73.4,198,Idle,Clear,0.118,20,0.0,0
2023-01-10 17:00:00,Packaging Machine,4.51,34.2,54.5,57,Idle,Snow,0.167,0,0.0,0
2023-01-10 18:00:00,Packaging Machine,11.9,23.3,55.0,66,Operational,Snow,0.117,0,0.68,0
2023-01-10 19:00:00,Packaging Machine,17.75,-2.7,47.1,173,Operational,Cloudy,0.144,0,0.8,0
2023-01-10 20:00:00,Packaging Machine,5.73,12.6,42.2,82,Operational,Rain,0.125,0,0.6,0
2023-01-10 21:00:00,Packaging Machine,19.64,21.8,77.4,153,Operational,Rain,0.164,0,0.65,0
2023-01-10 22:00:00,Packaging Machine,4.32,22.0,62.4,82,Operational,Rain,0.191,0,0.54,0
2023-01-10 23:00:00,Packaging Machine,13.74,12.6,55.9,58,Operational,Rain,0.191,0,0.97,0
2023-01-11 00:00:00,Packaging Machine,4.41,15.6,67.5,63,Operational,Clear,0.149,0,0.95,0
2023-01-11 01:00:00,Packaging Machine,7.86,10.5,24.9,118,Maintenance,Clear,0.143,0,0.0,0
2023-01-11 02:00:00,Packaging Machine,8.16,0.7,47.5,75,Operational,Rain,0.132,0,0.55,0
2023-01-11 03:00:00,Packaging Machine,18.8,29.7,68.5,169,Operational,Clear,0.161,0,0.7,0
2023-01-11 04:00:00,Packaging Machine,5.46,27.0,85.1,167,Operational,Rain,0.108,0,0.84,0
2023-01-11 05:00:00,Packaging Machine,18.42,0.6,83.8,151,Operational,Clear,0.137,0,0.71,0
2023-01-11 06:00:00,Packaging Machine,19.59,21.1,29.9,116,Operational,Snow,0.1,0,0.99,0
2023-01-11 07:00:00,Packaging Machine,5.96,-2.5,71.9,157,Operational,Clear,0.143,0,0.82,0
2023-01-11 08:00:00,Packaging Machine,6.73,-6.8,51.0,52,Operational,Snow,0.15,0,0.75,0
2023-01-11 09:00:00,Packaging Machine,4.84,25.3,28.6,82,Maintenance,Rain,0.14,0,0.0,0
2023-01-11 10:00:00,Packaging Machine,13.28,29.9,79.9,105,Maintenance,Snow,0.189,0,0.0,0
2023-01-11 11:00:00,Packaging Machine,8.87,26.2,39.5,164,Idle,Rain,0.13,5,0.0,0
2023-01-11 12:00:00,Packaging Machine,19.84,0.2,63.6,197,Operational,Rain,0.16,0,0.59,0
2023-01-11 13:00:00,Packaging Machine,13.41,25.6,50.4,132,Operational,Cloudy,0.2,0,0.64,0
2023-01-11 14:00:00,Packaging Machine,24.69,7.7,67.4,173,Idle,Clear,0.113,11,0.0,0
2023-01-11 15:00:00,Packaging Machine,11.47,23.1,84.3,113,Idle,Clear,0.129,25,0.0,1
2023-01-11 16:00:00,Packaging Machine,9.79,20.5,37.2,93,Operational,Rain,0.19,0,0.8,0
2023-01-11 17:00:00,Packaging Machine,15.93,-5.7,43.1,127,Operational,Rain,0.148,0,0.83,0
2023-01-11 18:00:00,Packaging Machine,25.04,24.3,53.6,153,Operational,Clear,0.191,0,0.53,0
2023-01-11 19:00:00,Packaging Machine,6.98,2.0,41.0,101,Operational,Clear,0.131,0,0.71,0
2023-01-11 20:00:00,Packaging Machine,8.23,-7.7,28.9,197,Operational,Clear,0.105,0,0.74,0
2023-01-11 21:00:00,Packaging Machine,7.34,5.0,85.5,160,Operational,Cloudy,0.193,0,0.54,0
2023-01-11 22:00:00,Packaging Machine,21.88,17.9,37.3,154,Operational,Snow,0.106,0,0.98,0
2023-01-11 23:00:00,Packaging Machine,12.97,-7.9,36.9,127,Operational,Cloudy,0.176,0,0.98,0
2023-01-12 00:00:00,Packaging Machine,16.65,9.3,73.0,113,Idle,Snow,0.157,10,0.0,0
2023-01-12 01:00:00,Packaging Machine,11.95,21.1,22.7,116,Operational,Clear,0.179,0,0.74,0
2023-01-12 02:00:00,Packaging Machine,19.77,29.3,78.4,122,Operational,Rain,0.113,0,0.62,0
2023-01-12 03:00:00,Packaging Machine,7.04,-8.7,88.8,81,Operational,Cloudy,0.137,0,0.64,0
2023-01-12 04:00:00,Packaging Machine,5.18,-8.2,38.3,86,Idle,Clear,0.139,23,0.0,1
2023-01-12 05:00:00,Packaging Machine,19.9,33.5,68.9,160,Operational,Snow,0.145,0,0.91,0
2023-01-12 06:00:00,Packaging Machine,6.09,30.9,87.3,118,Maintenance,Rain,0.188,0,0.0,0
2023-01-12 07:00:00,Packaging Machine,9.53,0.1,47.8,100,Operational,Rain,0.168,0,0.8,0
2023-01-12 08:00:00,Packaging Machine,16.39,-5.1,74.8,197,Operational,Clear,0.1,0,0.71,0
2023-01-12 09:00:00,Packaging Machine,7.06,13.2,24.8,120,Operational,Rain,0.199,0,0.94,0
2023-01-12 10:00:00,Packaging Machine,9.87,-4.0,60.6,96,Idle,Snow,0.154,5,0.0,0
2023-01-12 11:00:00,Packaging Machine,12.71,11.2,23.4,181,Operational,Rain,0.113,0,0.74,0
2023-01-12 12:00:00,Packaging Machine,22.45,30.8,89.7,135,Operational,Rain,0.199,0,0.51,0
2023-01-12 13:00:00,Packaging Machine,24.99,22.8,39.1,180,Operational,Rain,0.181,0,0.71,0
2023-01-12 14:00:00,Packaging Machine,9.18,11.3,38.6,113,Operational,Cloudy,0.198,0,0.94,0
2023-01-12 15:00:00,Packaging Machine,6.0,-1.4,39.3,109,Operational,Rain,0.199,0,0.95,0
2023-01-12 16:00:00,Packaging Machine,16.21,14.8,68.5,103,Operational,Rain,0.12,0,0.97,0
2023-01-12 17:00:00,Packaging Machine,13.36,13.7,26.5,158,Operational,Rain,0.16,0,0.68,0
2023-01-12 18:00:00,Packaging Machine,15.45,21.5,81.7,89,Operational,Cloudy,0.164,0,0.76,0
2023-01-12 19:00:00,Packaging Machine,9.3,1.5,51.8,114,Operational,Snow,0.193,0,0.95,0
2023-01-12 20:00:00,Packaging Machine,15.09,-3.0,77.6,98,Idle,Cloudy,0.198,5,0.0,0
2023-01-12 21:00:00,Packaging Machine,10.07,10.8,70.6,64,Operational,Snow,0.107,0,0.52,0
2023-01-12 22:00:00,Packaging Machine,6.56,-4.5,40.7,61,Operational,Clear,0.173,0,0.86,0
2023-01-12 23:00:00,Packaging Machine,23.96,33.7,41.7,152,Operational,Rain,0.161,0,0.75,0
2023-01-13 00:00:00,Packaging Machine,6.18,20.1,69.2,83,Operational,Clear,0.175,0,0.86,0
2023-01-13 01:00:00,Packaging Machine,20.49,34.9,83.8,174,Idle,Snow,0.171,30,0.0,1
2023-01-13 02:00:00,Packaging Machine,20.76,32.6,87.7,141,Operational,Cloudy,0.177,0,0.56,0
2023-01-13 03:00:00,Packaging Machine,10.61,27.4,37.7,63,Idle,Snow,0.141,20,0.0,0
2023-01-13 04:00:00,Packaging Machine,14.41,5.6,41.7,63,Operational,Rain,0.177,0,0.76,0
2023-01-13 05:00:00,Packaging Machine,11.71,19.9,88.9,126,Maintenance,Cloudy,0.155,0,0.0,0
2023-01-13 06:00:00,Packaging Machine,10.97,14.0,85.5,128,Operational,Rain,0.199,0,0.65,0
2023-01-13 07:00:00,Packaging Machine,13.25,-5.1,33.4,145,Idle,Clear,0.165,4,0.0,0
2023-01-13 08:00:00,Packaging Machine,15.07,13.3,46.3,132,Operational,Clear,0.184,0,0.92,0
2023-01-13 09:00:00,Packaging Machine,18.42,22.7,86.7,174,Idle,Clear,0.101,18,0.0,0
2023-01-13 10:00:00,Packaging Machine,11.03,3.1,43.0,73,Idle,Snow,0.19,28,0.0,1
2023-01-13 11:00:00,Packaging Machine,9.54,27.7,36.3,55,Operational,Rain,0.166,0,0.99,0
2023-01-13 12:00:00,Packaging Machine,22.68,-8.6,52.5,129,Operational,Snow,0.198,0,0.67,0
2023-01-13 13:00:00,Packaging Machine,14.92,-10.0,61.1,67,Operational,Cloudy,0.132,0,0.97,0
2023-01-13 14:00:00,Packaging Machine,13.84,5.0,62.7,78,Operational,Cloudy,0.135,0,0.68,0
2023-01-13 15:00:00,Packaging Machine,6.46,11.1,78.5,130,Operational,Clear,0.163,0,0.84,0
2023-01-13 16:00:00,Packaging Machine,17.04,15.1,85.5,150,Operational,Rain,0.163,0,0.8,0
2023-01-13 17:00:00,Packaging Machine,17.76,22.5,29.5,94,Maintenance,Rain,0.104,0,0.0,0
2023-01-13 18:00:00,Packaging Machine,8.1,18.8,63.1,121,Operational,Clear,0.104,0,0.57,0
2023-01-13 19:00:00,Packaging Machine,23.0,2.2,81.7,160,Operational,Cloudy,0.106,0,0.64,0
2023-01-13 20:00:00,Packaging Machine,18.34,30.0,36.6,84,Idle,Clear,0.126,21,0.0,1
2023-01-13 21:00:00,Packaging Machine,8.87,23.3,49.2,187,Operational,Cloudy,0.126,0,0.84,0
2023-01-13 22:00:00,Packaging Machine,7.65,5.2,62.3,110,Operational,Clear,0.145,0,0.76,0
2023-01-13 23:00:00,Packaging Machine,8.54,8.6,33.9,50,Operational,Clear,0.169,0,0.98,0
2023-01-14 00:00:00,Packaging Machine,9.62,25.5,31.3,130,Operational,Rain,0.108,0,0.57,0
2023-01-14 01:00:00,Packaging Machine,6.08,1.3,34.0,64,Operational,Cloudy,0.123,0,0.65,0
2023-01-14 02:00:00,Packaging Machine,20.87,-4.3,39.4,178,Idle,Cloudy,0.124,19,0.0,0
2023-01-14 03:00:00,Packaging Machine,15.84,-2.3,24.7,164,Operational,Clear,0.184,0,0.53,0
2023-01-14 04:00:00,Packaging Machine,15.37,14.4,65.5,128,Operational,Rain,0.188,0,0.93,0
2023-01-14 05:00:00,Packaging Machine,19.01,-7.4,45.3,158,Operational,Clear,0.195,0,0.9,0
2023-01-14 06:00:00,Packaging Machine,12.89,-2.1,39.5,59,Operational,Clear,0.147,0,0.77,0
2023-01-14 07:00:00,Packaging Machine,19.64,17.4,27.2,122,Idle,Cloudy,0.186,23,0.0,1
2023-01-14 08:00:00,Packaging Machine,12.67,11.1,63.9,74,Idle,Rain,0.119,19,0.0,0
2023-01-14 09:00:00,Packaging Machine,17.49,-4.9,21.4,88,Operational,Clear,0.135,0,0.54,0
2023-01-14 10:00:00,Packaging Machine,7.7,11.0,25.3,187,Operational,Clear,0.149,0,0.75,0
2023-01-14 11:00:00,Packaging Machine,16.23,16.1,65.9,121,Idle,Cloudy,0.143,21,0.0,1
2023-01-14 12:00:00,Packaging Machine,9.9,19.0,41.3,79,Operational,Rain,0.139,0,0.66,0
2023-01-14 13:00:00,Packaging Machine,17.66,0.7,25.5,192,Operational,Cloudy,0.154,0,0.67,0
2023-01-14 14:00:00,Packaging Machine,25.51,33.9,59.0,180,Operational,Snow,0.157,0,0.59,0
2023-01-14 15:00:00,Packaging Machine,9.92,33.9,82.0,72,Operational,Snow,0.124,0,0.61,0
2023-01-14 16:00:00,Packaging Machine,18.26,26.3,24.8,157,Maintenance,Clear,0.164,0,0.0,0
2023-01-14 17:00:00,Packaging Machine,18.27,-1.8,69.3,139,Operational,Cloudy,0.135,0,0.74,0
2023-01-14 18:00:00,Packaging Machine,16.32,27.5,56.6,135,Maintenance,Rain,0.141,0,0.0,0
2023-01-14 19:00:00,Packaging Machine,15.44,-3.3,89.9,147,Operational,Clear,0.134,0,0.86,0
2023-01-14 20:00:00,Packaging Machine,13.79,17.9,36.3,53,Operational,Rain,0.107,0,0.8,0
2023-01-14 21:00:00,Packaging Machine,23.59,11.5,42.3,174,Operational,Clear,0.166,0,0.88,0
2023-01-14 22:00:00,Packaging Machine,13.85,8.7,86.0,191,Operational,Snow,0.153,0,0.97,0
2023-01-14 23:00:00,Packaging Machine,26.28,-6.3,27.6,164,Operational,Rain,0.197,0,0.89,0
2023-01-15 00:00:00,Packaging Machine,10.83,11.8,55.4,167,Operational,Cloudy,0.143,0,0.72,0
2023-01-15 01:00:00,Packaging Machine,12.96,-8.4,51.7,122,Operational,Rain,0.167,0,0.76,0
2023-01-15 02:00:00,Packaging Machine,8.29,28.8,45.7,57,Maintenance,Rain,0.157,0,0.0,0
2023-01-15 03:00:00,Packaging Machine,12.13,-0.9,47.5,62,Idle,Cloudy,0.141,30,0.0,1
2023-01-15 04:00:00,Packaging Machine,9.14,30.8,63.1,183,Idle,Snow,0.149,3,0.0,0
2023-01-15 05:00:00,Packaging Machine,19.53,24.4,65.0,115,Operational,Snow,0.175,0,0.53,0
2023-01-15 06:00:00,Packaging Machine,11.33,-4.9,65.5,190,Operational,Cloudy,0.159,0,0.9,0
2023-01-15 07:00:00,Packaging Machine,12.19,16.0,49.1,70,Operational,Cloudy,0.114,0,0.86,0
2023-01-15 08:00:00,Packaging Machine,9.18,21.4,56.0,117,Operational,Cloudy,0.18,0,0.76,0
2023-01-15 09:00:00,Packaging Machine,20.11,-7.3,84.3,147,Operational,Cloudy,0.158,0,0.72,0
2023-01-15 10:00:00,Packaging Machine,16.64,33.2,74.3,165,Operational,Snow,0.165,0,0.64,0
2023-01-15 11:00:00,Packaging Machine,11.95,-1.2,39.1,175,Idle,Clear,0.174,13,0.0,0
2023-01-15 12:00:00,Packaging Machine,14.04,-3.7,74.4,127,Operational,Clear,0.138,0,0.65,0
2023-01-15 13:00:00,Packaging Machine,12.99,13.1,42.2,139,Operational,Snow,0.174,0,0.81,0
2023-01-15 14:00:00,Packaging Machine,21.47,23.7,69.9,152,Operational,Snow,0.12,0,1.0,0
2023-01-15 15:00:00,Packaging Machine,15.81,11.4,70.3,113,Maintenance,Clear,0.157,0,0.0,0
2023-01-15 16:00:00,Packaging Machine,14.94,34.8,35.2,178,Operational,Cloudy,0.113,0,0.59,0
2023-01-15 17:00:00,Packaging Machine,18.51,22.1,20.3,103,Operational,Rain,0.163,0,0.72,0
2023-01-15 18:00:00,Packaging Machine,14.43,4.9,28.8,54,Idle,Rain,0.171,11,0.0,0
2023-01-15 19:00:00,Packaging Machine,13.13,5.1,25.0,185,Idle,Snow,0.118,13,0.0,0
2023-01-15 20:00:00,Packaging Machine,14.01,25.4,70.4,134,Idle,Rain,0.189,7,0.0,0
2023-01-15 21:00:00,Packaging Machine,20.75,-1.9,51.6,170,Idle,Cloudy,0.107,25,0.0,1
2023-01-15 22:00:00,Packaging Machine,10.41,6.8,60.0,111,Operational,Rain,0.148,0,0.8,0
2023-01-15 23:00:00,Packaging Machine,5.45,6.6,27.4,75,Operational,Cloudy,0.153,0,0.59,0
2023-01-16 00:00:00,Packaging Machine,8.48,30.0,78.4,77,Operational,Rain,0.183,0,0.77,0
2023-01-16 01:00:00,Packaging Machine,19.04,-2.8,63.0,156,Operational,Snow,0.108,0,0.66,0
2023-01-16 02:00:00,Packaging Machine,13.58,-9.8,42.2,190,Operational,Rain,0.163,0,0.6,0
2023-01-16 03:00:00,Packaging Machine,13.17,-8.6,42.1,53,Idle,Rain,0.14,8,0.0,0
2023-01-16 04:00:00,Packaging Machine,13.14,8.7,52.8,64,Operational,Snow,0.148,0,0.55,0
2023-01-16 05:00:00,Packaging Machine,13.58,-0.7,33.2,124,Operational,Clear,0.103,0,0.64,0
2023-01-16 06:00:00,Packaging Machine,12.57,17.3,44.8,64,Maintenance,Snow,0.139,0,0.0,0
2023-01-16 07:00:00,Packaging Machine,13.27,34.1,87.6,58,Operational,Clear,0.195,0,0.6,0
2023-01-16 08:00:00,Packaging Machine,22.94,23.8,42.5,194,Operational,Rain,0.137,0,0.64,0
2023-01-16 09:00:00,Packaging Machine,23.8,33.1,34.7,195,Idle,Cloudy,0.167,20,0.0,0
2023-01-16 10:00:00,Packaging Machine,8.39,3.7,52.1,167,Operational,Cloudy,0.192,0,0.98,0
2023-01-16 11:00:00,Packaging Machine,4.9,23.0,79.5,84,Operational,Clear,0.138,0,0.67,0
2023-01-16 12:00:00,Packaging Machine,16.27,15.4,32.8,150,Operational,Rain,0.165,0,0.57,0
2023-01-16 13:00:00,Packaging Machine,17.95,-4.1,22.5,122,Operational,Rain,0.133,0,0.61,0
2023-01-16 14:00:00,Packaging Machine,8.94,25.0,30.0,65,Operational,Clear,0.174,0,0.79,0
2023-01-16 15:00:00,Packaging Machine,7.72,14.9,31.0,124,Operational,Rain,0.158,0,0.51,0
2023-01-16 16:00:00,Packaging Machine,12.16,29.1,44.5,128,Operational,Rain,0.126,0,0.94,0
2023-01-16 17:00:00,Packaging Machine,10.29,18.9,51.5,54,Operational,Snow,0.138,0,0.73,0
2023-01-16 18:00:00,Packaging Machine,8.0,6.1,48.7,77,Operational,Cloudy,0.108,0,0.52,0
2023-01-16 19:00:00,Packaging Machine,20.98,-2.2,37.6,130,Maintenance,Cloudy,0.161,0,0.0,0
2023-01-16 20:00:00,Packaging Machine,12.98,33.1,43.8,149,Operational,Cloudy,0.172,0,0.79,0
2023-01-16 21:00:00,Packaging Machine,13.28,13.8,60.3,99,Operational,Cloudy,0.177,0,0.83,0
2023-01-16 22:00:00,Packaging Machine,10.21,33.1,86.4,90,Operational,Rain,0.104,0,0.51,0
2023-01-16 23:00:00,Packaging Machine,13.22,-4.5,25.2,165,Idle,Cloudy,0.105,1,0.0,0
2023-01-17 00:00:00,Packaging Machine,9.23,18.1,33.3,51,Operational,Rain,0.11,0,0.91,0
2023-01-17 01:00:00,Packaging Machine,14.76,25.1,47.1,59,Operational,Snow,0.119,0,0.91,0
2023-01-17 02:00:00,Packaging Machine,4.25,14.6,43.1,59,Operational,Cloudy,0.117,0,0.93,0
2023-01-17 03:00:00,Packaging Machine,15.81,17.3,36.6,165,Idle,Clear,0.111,5,0.0,0
2023-01-17 04:00:00,Packaging Machine,13.7,-5.6,83.5,142,Operational,Snow,0.136,0,0.97,0
2023-01-17 05:00:00,Packaging Machine,11.8,8.0,43.5,182,Operational,Clear,0.157,0,0.78,0
2023-01-17 06:00:00,Packaging Machine,18.03,-9.3,65.8,117,Operational,Rain,0.162,0,0.93,0
2023-01-17 07:00:00,Packaging Machine,21.14,2.4,33.4,179,Idle,Clear,0.119,10,0.0,0
2023-01-17 08:00:00,Packaging Machine,13.61,-5.9,26.8,67,Operational,Cloudy,0.103,0,0.64,0
2023-01-17 09:00:00,Packaging Machine,9.7,-4.2,72.8,61,Idle,Clear,0.121,27,0.0,1
2023-01-17 10:00:00,Packaging Machine,12.12,23.8,72.5,96,Operational,Rain,0.128,0,0.79,0
2023-01-17 11:00:00,Packaging Machine,11.33,32.0,23.6,174,Operational,Snow,0.128,0,0.82,0
2023-01-17 12:00:00,Packaging Machine,8.2,19.3,34.4,120,Operational,Clear,0.193,0,0.88,0
2023-01-17 13:00:00,Packaging Machine,15.6,32.0,78.1,199,Operational,Rain,0.112,0,0.81,0
2023-01-17 14:00:00,Packaging Machine,13.84,5.8,49.8,156,Operational,Rain,0.194,0,0.53,0
2023-01-17 15:00:00,Packaging Machine,24.58,-1.3,62.6,171,Operational,Snow,0.192,0,0.78,0
2023-01-17 16:00:00,Packaging Machine,27.21,-8.4,45.4,191,Idle,Snow,0.15,9,0.0,0
2023-01-17 17:00:00,Packaging Machine,4.99,22.7,38.8,127,Operational,Rain,0.158,0,0.92,0
2023-01-17 18:00:00,Packaging Machine,12.22,34.6,79.3,90,Idle,Snow,0.161,22,0.0,1
2023-01-17 19:00:00,Packaging Machine,28.07,27.1,21.4,192,Operational,Cloudy,0.153,0,0.98,0
2023-01-17 20:00:00,Packaging Machine,6.58,24.4,30.7,98,Idle,Rain,0.135,27,0.0,1
2023-01-17 21:00:00,Packaging Machine,18.31,1.9,50.8,168,Operational,Clear,0.144,0,0.53,0
2023-01-17 22:00:00,Packaging Machine,19.91,33.9,49.8,126,Operational,Rain,0.107,0,0.91,0
2023-01-17 23:00:00,Packaging Machine,12.25,-2.2,67.6,68,Idle,Clear,0.191,29,0.0,1
2023-01-18 00:00:00,Packaging Machine,25.5,4.4,27.6,186,Operational,Rain,0.133,0,0.62,0
2023-01-18 01:00:00,Packaging Machine,10.81,11.9,30.2,147,Operational,Clear,0.139,0,0.64,0
2023-01-18 02:00:00,Packaging Machine,17.79,10.3,46.9,117,Idle,Rain,0.192,21,0.0,1
2023-01-18 03:00:00,Packaging Machine,27.98,-5.5,77.6,196,Operational,Cloudy,0.169,0,1.0,0
2023-01-18 04:00:00,Packaging Machine,12.64,5.1,78.1,71,Operational,Cloudy,0.132,0,0.85,0
2023-01-18 05:00:00,Packaging Machine,5.87,12.9,33.2,73,Idle,Clear,0.171,26,0.0,1
2023-01-18 06:00:00,Packaging Machine,10.58,22.0,57.2,76,Idle,Rain,0.118,23,0.0,1
2023-01-18 07:00:00,Packaging Machine,20.33,9.3,81.0,130,Idle,Cloudy,0.166,30,0.0,1
2023-01-18 08:00:00,Packaging Machine,5.88,34.9,82.5,86,Idle,Cloudy,0.14,13,0.0,0
2023-01-18 09:00:00,Packaging Machine,24.06,-4.1,52.6,193,Operational,Rain,0.116,0,0.94,0
2023-01-18 10:00:00,Packaging Machine,5.29,15.6,72.4,124,Operational,Clear,0.109,0,0.81,0
2023-01-18 11:00:00,Packaging Machine,15.46,27.7,81.2,106,Operational,Snow,0.12,0,0.6,0
2023-01-18 12:00:00,Packaging Machine,12.96,29.7,27.9,73,Operational,Clear,0.153,0,0.71,0
2023-01-18 13:00:00,Packaging Machine,25.07,9.8,86.2,182,Operational,Clear,0.186,0,0.7,0
2023-01-18 14:00:00,Packaging Machine,7.24,-5.2,89.8,129,Operational,Snow,0.152,0,0.63,0
2023-01-18 15:00:00,Packaging Machine,15.69,13.0,41.3,71,Operational,Rain,0.197,0,0.71,0
2023-01-18 16:00:00,Packaging Machine,9.52,-6.8,66.4,90,Operational,Clear,0.199,0,0.54,0
2023-01-18 17:00:00,Packaging Machine,21.22,-4.6,69.0,163,Idle,Clear,0.147,9,0.0,0
2023-01-18 18:00:00,Packaging Machine,10.77,2.5,41.7,129,Operational,Snow,0.123,0,0.93,0
2023-01-18 19:00:00,Packaging Machine,20.43,-7.1,48.5,156,Operational,Snow,0.1,0,0.94,0
2023-01-18 20:00:00,Packaging Machine,14.84,21.8,25.1,62,Idle,Cloudy,0.149,14,0.0,0
2023-01-18 21:00:00,Packaging Machine,15.84,19.4,81.7,75,Operational,Cloudy,0.141,0,0.62,0
2023-01-18 22:00:00,Packaging Machine,26.8,1.6,73.6,184,Operational,Clear,0.107,0,0.51,0
2023-01-18 23:00:00,Packaging Machine,8.42,27.0,47.1,100,Operational,Snow,0.119,0,0.67,0
2023-01-19 00:00:00,Packaging Machine,11.58,33.7,88.4,149,Operational,Cloudy,0.196,0,0.65,0
2023-01-19 01:00:00,Packaging Machine,15.67,28.5,34.8,82,Maintenance,Rain,0.135,0,0.0,0
2023-01-19 02:00:00,Packaging Machine,9.91,-1.2,85.4,167,Operational,Cloudy,0.199,0,0.55,0
2023-01-19 03:00:00,Packaging Machine,14.59,-9.5,81.0,118,Idle,Cloudy,0.142,23,0.0,1
